,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
25480,894189996353635020,https://www.airbnb.com/rooms/894189996353635020,20250617032927,2025-06-17,city scrape,Homelike and Inviting room in LA,"Welcome to your own private suite! Your suite has been carefully designed with custom cabinetry, stylish hardwood-style floors, and unique furniture. Enjoy a cozy living area and a private bathroom, while the shared kitchen offers the convenience of an in-unit washer and dryer. Stay connected with complimentary Wi-Fi and rest easy knowing that all utilities are included.",,https://a0.muscache.com/pictures/miso/Hosting-894189996353635020/original/7a14be55-3905-43c3-b84c-a5c896b56570.png,22254869,https://www.airbnb.com/users/show/22254869,Juan,2014-10-07,"McLean, VA","Hi! 
I'm Juan. For 10 years, 4stay has been the go-to housing provider for 20K+ travelers, students, and pros. 
Born from my passion for travel, 4stay ensures:
- Clean rooms ready for you.
-  Smooth, hassle-free stays.
- 24/7 support for all queries.
Our homes are more than just places to sleep. From NYC's buzz to London's charm or Toronto's breeze, we're your cozy retreat. 
Join and book with us for an unforgettable experience!",within an hour,100%,66%,f,https://a0.muscache.com/im/pictures/user/User-22254869/original/3f3578dc-0faa-498c-a8a5-687fc4f59fd5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22254869/original/3f3578dc-0faa-498c-a8a5-687fc4f59fd5.jpeg?aki_policy=profile_x_medium,West Los Angeles,94.0,244.0,"['email', 'phone']",t,t,,Sawtelle,City of Los Angeles,34.0458706,-118.4568512,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dedicated workspace"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer"", ""Air conditioning"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Hot water"", ""Wifi"", ""Smoke alarm""]",$187.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,238,2025-06-17,0,0,0,72,0,0,0.0,,,,,,,,,,Exempt - This listing is a hotel or motel,f,6,0,6,0,
25494,894194477341728396,https://www.airbnb.com/rooms/894194477341728396,20250617032927,2025-06-17,city scrape,Cute and charming abode in LA,"Welcome to your private suite! We've created a comfortable and modern space just for you. Your suite features custom cabinetry, beautiful hardwood-style floors, and unique furniture. You'll have your own cozy living area and a private bathroom. The shared kitchen is equipped with an in-unit washer and dryer for your convenience. Stay connected with complimentary Wi-Fi, and rest assured that all utilities are included. Enjoy your stay!",,https://a0.muscache.com/pictures/miso/Hosting-894194477341728396/original/a1797966-d410-4940-b3bc-5360891f82ac.jpeg,22254869,https://www.airbnb.com/users/show/22254869,Juan,2014-10-07,"McLean, VA","Hi! 
I'm Juan. For 10 years, 4stay has been the go-to housing provider for 20K+ travelers, students, and pros. 
Born from my passion for travel, 4stay ensures:
- Clean rooms ready for you.
-  Smooth, hassle-free stays.
- 24/7 support for all queries.
Our homes are more than just places to sleep. From NYC's buzz to London's charm or Toronto's breeze, we're your cozy retreat. 
Join and book with us for an unforgettable experience!",within an hour,100%,66%,f,https://a0.muscache.com/im/pictures/user/User-22254869/original/3f3578dc-0faa-498c-a8a5-687fc4f59fd5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-22254869/original/3f3578dc-0faa-498c-a8a5-687fc4f59fd5.jpeg?aki_policy=profile_x_medium,West Los Angeles,94.0,244.0,"['email', 'phone']",t,t,,Sawtelle,City of Los Angeles,34.0458706,-118.4568512,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dedicated workspace"", ""Washer"", ""Carbon monoxide alarm"", ""Dryer"", ""Lock on bedroom door"", ""Air conditioning"", ""Fire extinguisher"", ""Kitchen"", ""Essentials"", ""Hot water"", ""Wifi"", ""Smoke alarm""]",$176.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,238,2025-06-17,0,0,0,72,0,0,0.0,,,,,,,,,,Exempt - This listing is a hotel or motel,f,6,0,6,0,
25754,906012436102331308,https://www.airbnb.com/rooms/906012436102331308,20250617032927,2025-06-18,city scrape,Stylish Big 1bd House Burbank,"Kick back and relax in this calm, stylish space. It has a private nice patio in a perfect location in Burbank, close to Universal Studios",,https://a0.muscache.com/pictures/6b2b705b-2d29-4a23-b66d-fcfe59947aad.jpg,237306189,https://www.airbnb.com/users/show/237306189,Ana,2019-01-17,"Los Angeles, CA",,within an hour,96%,100%,f,https://a0.muscache.com/im/pictures/user/User-237306189/original/4d564b34-f2ab-42fd-a720-c894102a5cbb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-237306189/original/4d564b34-f2ab-42fd-a720-c894102a5cbb.jpeg?aki_policy=profile_x_medium,,9.0,10.0,"['email', 'phone']",t,t,,Burbank,Other Cities,34.17504,-118.3243,Entire home,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Stove"", ""Refrigerator"", ""Essentials"", ""Outdoor furniture"", ""Free parking on premises"", ""Exterior security cameras on property"", ""TV"", ""Air conditioning"", ""Backyard"", ""Patio or balcony"", ""Cleaning products"", ""Hair dryer"", ""Heating"", ""Iron"", ""Toaster"", ""Outdoor dining area"", ""Hangers"", ""Dining table"", ""Wine glasses"", ""Dishes and silverware"", ""Self check-in"", ""Cooking basics"", ""Kitchen"", ""Long term stays allowed"", ""Private entrance"", ""Freezer"", ""Wifi"", ""Lockbox""]",$147.00,2,365,2,2,365,365,2.0,365.0,,t,14,34,64,338,2025-06-18,1,0,0,171,0,0,0.0,2023-06-16,2023-06-16,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,f,2,2,0,0,0.04
25757,906115716160636379,https://www.airbnb.com/rooms/906115716160636379,20250617032927,2025-06-17,city scrape,Magical Pool Escape: Disney-LA Bliss,"Welcome to our charming 1-bedroom home Airbnb Renew retreat! <br /><br />Step outside to discover the outdoor space with a charming gazebo, an outdoor TV, and other amenities. <br /><br />Located in a prime location between Disneyland and Los Angeles, you'll have the best of both worlds at your reach.<br /><br />We just completed remodeling the pool. We are added a jacuzzi and a gas pool heater.","With a central community park and top-rated public schools, Michigan Park is one of the most sought-after neighborhoods in Whittier. “It’s just a nice, family-oriented neighborhood. This mid-sized Los Angeles suburb is in the Gateway Cities region, a densely populated area between the city of Los Angeles and Orange County. It's just south of Whittier College and Uptown Whittier.<br />The neighborhood has a quiet, suburban appeal with tree-lined streets, well-maintained sidewalks and manicured front lawns.",https://a0.muscache.com/pictures/hosting/Hosting-906115716160636379/original/6a63f4a7-373d-4faf-acde-233074529a60.jpeg,39529162,https://www.airbnb.com/users/show/39529162,Juan,2015-07-25,"Whittier, CA",,within an hour,100%,91%,t,https://a0.muscache.com/im/users/39529162/profile_pic/1437878504/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39529162/profile_pic/1437878504/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Whittier,Other Cities,33.966955313196735,-118.02056530600856,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Extra pillows and blankets"", ""Coffee"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Heating - split type ductless system"", ""Free washer \u2013 In unit"", ""Pool view"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""Portable fans"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Mini fridge"", ""Hot water"", ""Cleaning products"", ""Hair dryer"", ""Private hot tub - available seasonally, open specific hours"", ""Shower gel"", ""Private BBQ grill: electric"", ""Carbon monoxide alarm"", ""Iron"", ""Toaster"", ""Private entrance"", ""Private outdoor pool - available seasonally, open specific hours, heated, pool toys"", ""Wifi \u2013 24 Mbps"", ""Children\u2019s dinnerware"", ""Outdoor dining area"", ""Barbecue utensils"", ""Hangers"", ""56 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix"", ""Fire pit"", ""Wine glasses"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Cooking basics"", ""Single level home"", ""Shampoo"", ""Gas stove"", ""Stainless steel oven"", ""Bed linens"", ""AC - split type ductless system"", ""Kitchen"", ""Conditioner"", ""Long term stays allowed"", ""Blender"", ""Sun loungers"", ""Smart lock"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Board games"", ""Freezer"", ""Rice maker"", ""Body soap""]",$166.00,2,28,1,2,28,28,2.0,28.0,,t,7,12,36,122,2025-06-17,79,40,6,122,45,240,39840.0,2023-09-03,2025-06-14,5.0,4.95,5.0,4.99,5.0,4.95,4.97,,f,1,1,0,0,3.62
26369,920344950979044230,https://www.airbnb.com/rooms/920344950979044230,20250617032927,2025-06-17,city scrape,Charming and Cozy unity,"This special place is close to everything, making it easy to plan your visit. In a quiet street near by Hollywood, near to the Beach, near Fwys,<br />good location.",,https://a0.muscache.com/pictures/miso/Hosting-920344950979044230/original/e9ad3a01-f935-480c-999b-2da2535286f8.jpeg,519110392,https://www.airbnb.com/users/show/519110392,Ana,2023-06-09,,,,,,f,https://a0.muscache.com/im/pictures/user/c11556fb-2080-479e-a5c4-93419e3aba83.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c11556fb-2080-479e-a5c4-93419e3aba83.jpg?aki_policy=profile_x_medium,Mid City,1.0,1.0,"['email', 'phone']",t,t,,Mid-City,City of Los Angeles,34.0459839,-118.3510974,Entire home,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Extra pillows and blankets"", ""Host greets you"", ""Coffee"", ""Coffee maker: drip coffee maker, french press"", ""Essentials"", ""Free parking on premises"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Private backyard \u2013 Fully fenced"", ""Air conditioning"", ""Microwave"", ""Hot water"", ""Cleaning products"", ""Phebo body soap"", ""Heating"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Private patio or balcony"", ""Hangers"", ""Dining table"", ""Wine glasses"", ""Dishes and silverware"", ""Bathtub"", ""Cooking basics"", ""Gas stove"", ""Clothing storage: closet"", ""55 inch HDTV with Netflix"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""General eletric refrigerator""]",$90.00,30,365,30,30,365,365,30.0,365.0,,t,29,59,89,364,2025-06-17,0,0,0,197,0,0,0.0,,,,,,,,,,,f,1,1,0,0,
26555,938101773621184588,https://www.airbnb.com/rooms/938101773621184588,20250617032927,2025-06-18,city scrape,Spacious and Contemporary Gated Townhome,"Gather around the large living space in this spacious newly constructed townhome. The home is equipped with all kitchen essentials, on-site laundry, fast Wi-Fi, and private parking. There is a living space and kitchen on the main floor and four bedrooms upstairs - all equipped with their own restroom and 40"" TVs.<br />A centric location in the heart of LA. Less than 10 minute drive to Downtown LA, Koreatown, USC, and the LA Memorial Coliseum","University Park is located just south of downtown Los Angeles and is primarily a residential neighborhood. It is home to the University of Southern California (USC), which is a major influence in the area.<br /><br />The neighborhood has a mix of housing options, including single-family homes, apartment buildings, and student housing. Many students and faculty members of USC live in the area, giving it a vibrant and diverse atmosphere.<br /><br />University Park is also known for its cultural and entertainment offerings. The area is close to the Los Angeles Memorial Coliseum, which has hosted major sporting events and concerts. The Natural History Museum of Los Angeles County and the California Science Center are also nearby, providing educational and recreational opportunities.<br /><br />Overall, University Park is a lively and dynamic neighborhood with a strong academic presence and a range of amenities and attractions.",https://a0.muscache.com/pictures/miso/Hosting-938101773621184588/original/0baabe7a-2016-4c79-a31c-10fa410de29b.jpeg,177387161,https://www.airbnb.com/users/show/177387161,Pedro,2018-03-08,"Los Angeles, CA","The Short Term Rental Pros are a specialized team dedicated to managing your vacation rental. 
For guests, we commit to quick communication, consistent cleanliness, and cater our amenities to provide a five star experience. For homeowners, we offer our dedicated resources to help maximize a homes potential, with transparency and a hassle free commitment.",within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_x_medium,Central LA,44.0,109.0,"['email', 'phone']",t,t,Neighborhood highlights,Harvard Heights,City of Los Angeles,34.037740458509084,-118.30046082688966,Entire rental unit,Entire home/apt,10,3.5,3.5 baths,3.0,4.0,"[""Stove"", ""Free street parking"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Exterior security cameras on property"", ""TV"", ""Pets allowed"", ""Washer"", ""Air conditioning"", ""Fire extinguisher"", ""Portable fans"", ""Microwave"", ""Oven"", ""Patio or balcony"", ""Hot water"", ""Hair dryer"", ""Coffee maker"", ""Shower gel"", ""Clothing storage"", ""Heating"", ""Carbon monoxide alarm"", ""Hangers"", ""Dining table"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Dryer"", ""Bed linens"", ""Kitchen"", ""Long term stays allowed"", ""Smart lock"", ""Blender"", ""Wifi"", ""Free parking on premises \u2013 1 space"", ""Body soap""]",$202.00,30,365,30,30,365,365,30.0,365.0,,t,30,60,90,364,2025-06-18,1,0,0,197,0,0,0.0,2023-09-02,2023-09-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,8,8,0,0,0.05
26556,938121484377178849,https://www.airbnb.com/rooms/938121484377178849,20250617032927,2025-06-18,city scrape,Tasteful and Cozy 2Level Home,"Unwind in this recently constructed stylish townhome in the heart of LA. Gather around the living space for a night with friends or strike a pose in the selfie wall. The home is equipped with all kitchen essentials, on-site laundry, fast Wi-Fi, and private parking. There are two bedrooms on the lower level and one master on the second floor- all equipped with 40"" TVs.<br /><br />A perfect city getaway in Central LA. Less than 10 minute drive to Downtown LA, Koreatown, USC, and the LA Memorial Coliseum","University Park is located just south of downtown Los Angeles and is primarily a residential neighborhood. It is home to the University of Southern California (USC), which is a major influence in the area.<br /><br />The neighborhood has a mix of housing options, including single-family homes, apartment buildings, and student housing. Many students and faculty members of USC live in the area, giving it a vibrant and diverse atmosphere.<br /><br />University Park is also known for its cultural and entertainment offerings. The area is close to the Los Angeles Memorial Coliseum, which has hosted major sporting events and concerts. The Natural History Museum of Los Angeles County and the California Science Center are also nearby, providing educational and recreational opportunities.<br /><br />Overall, University Park is a lively and dynamic neighborhood with a strong academic presence and a range of amenities and attractions.",https://a0.muscache.com/pictures/miso/Hosting-938121484377178849/original/6bfc8b4a-e3e0-43f2-918c-e609a735cefd.jpeg,177387161,https://www.airbnb.com/users/show/177387161,Pedro,2018-03-08,"Los Angeles, CA","The Short Term Rental Pros are a specialized team dedicated to managing your vacation rental. 
For guests, we commit to quick communication, consistent cleanliness, and cater our amenities to provide a five star experience. For homeowners, we offer our dedicated resources to help maximize a homes potential, with transparency and a hassle free commitment.",within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_x_medium,Central LA,44.0,109.0,"['email', 'phone']",t,t,Neighborhood highlights,Pico-Union,City of Los Angeles,34.03790638633326,-118.29887824589186,Entire rental unit,Entire home/apt,9,3.5,3.5 baths,3.0,3.0,"[""First aid kit"", ""Essentials"", ""Portable air conditioning"", ""Free parking on premises"", ""Exterior security cameras on property"", ""TV"", ""BBQ grill"", ""Pets allowed"", ""Washer"", ""Fire extinguisher"", ""Hot water"", ""Cleaning products"", ""Hair dryer"", ""Shower gel"", ""Heating"", ""Carbon monoxide alarm"", ""Keypad"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Shampoo"", ""Dryer"", ""Clothing storage: closet"", ""Bed linens"", ""AC - split type ductless system"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",$197.00,31,365,31,31,365,365,31.0,365.0,,t,30,60,90,269,2025-06-18,1,1,0,197,1,62,12214.0,2024-07-28,2024-07-28,2.0,3.0,2.0,5.0,5.0,4.0,5.0,,t,8,8,0,0,0.09
27010,952971971609026751,https://www.airbnb.com/rooms/952971971609026751,20250617032927,2025-06-17,previous scrape,LUXE | Gated 5BDRM West Adams Home,"Grab a drink and settle down in your private rooftop deck after a day in the city of LA. Fire up the firepit, relax and bask in the beautiful SoCal weather.<br /><br />This sleek and new townhome blends luxurious contemporary furniture with a modern rooftop deck. This LUXE unit comes with just about any amenity you can think of, including an outdoor space, high speed WiFi, parking and a private rooftop with 360 Views of the city. It is a perfect stay for families or a group of friends visiting LA.","Enjoy the vibrant neighborhood of West Addams, known for its trendy cafes, local boutiques, and artistic atmosphere. With easy access to public transportation and major highways, this location offers seamless connectivity to USC, Koreatown, Downtown LA and beyond.",https://a0.muscache.com/pictures/miso/Hosting-952971971609026751/original/d51d8688-598c-4c5e-9d16-d30141561cbc.jpeg,177387161,https://www.airbnb.com/users/show/177387161,Pedro,2018-03-08,"Los Angeles, CA","The Short Term Rental Pros are a specialized team dedicated to managing your vacation rental. 
For guests, we commit to quick communication, consistent cleanliness, and cater our amenities to provide a five star experience. For homeowners, we offer our dedicated resources to help maximize a homes potential, with transparency and a hassle free commitment.",within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8435c01d-fbd3-4582-b937-3b0409de878d.jpg?aki_policy=profile_x_medium,Central LA,44.0,109.0,"['email', 'phone']",t,t,Neighborhood highlights,West Adams,City of Los Angeles,34.02636,-118.35251,Entire townhouse,Entire home/apt,10,,4 baths,5.0,,"[""Extra pillows and blankets"", ""Coffee"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Outdoor furniture"", ""Free parking on premises"", ""Exterior security cameras on property"", ""TV"", ""Pets allowed"", ""Washer"", ""Air conditioning"", ""Fire extinguisher"", ""Microwave"", ""Hot water"", ""Cleaning products"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Iron"", ""Outdoor dining area"", ""Private patio or balcony"", ""Hangers"", ""Dining table"", ""Standalone high chair - available upon request"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Dedicated workspace"", ""Cooking basics"", ""Coffee maker: Keurig coffee machine"", ""Shampoo"", ""Dryer"", ""Kitchen"", ""Blender"", ""Sun loungers"", ""Wifi"", ""Lockbox"", ""Central heating""]",,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,17,2025-06-17,28,1,0,0,10,60,,2023-08-20,2024-09-08,4.89,4.89,4.79,4.86,4.96,4.89,4.89,Exempt - This listing is a transient occupancy residential structure,t,8,8,0,0,1.26
27196,958521982035697762,https://www.airbnb.com/rooms/958521982035697762,20250617032927,2025-06-18,city scrape,Cozy Room In Burbank!,"Enjoy a stylish experience at this centrally-located home in the beautiful media city. This is a private bedroom and a shared bathroom in a modern stylish home. The room includes a Queen size bed, a dedicated work desk and chair, large window with black out curtains, a large closet with plenty of storage and a 55"" Samsung smart TV and a home device with smart home features. <br /><br />This home is located minutes away from Burbank mall, Burbank Airport, shops, bars, restaurants, and studios.","Located near the world's famous TV and movie studios, including The Walt Disney Company, Warner Bros. Studios and ABC Television call this neighborhood home. Not only can you view tapings here, but you'll also find an exciting collection of restaurants, hotels, and cool coffee shops.",https://a0.muscache.com/pictures/hosting/Hosting-958521982035697762/original/75b80cc0-279a-4570-a7a4-f16dafce1b14.jpeg,97113983,https://www.airbnb.com/users/show/97113983,Pedro,2016-09-28,"Los Angeles, CA",,a few days or more,0%,100%,f,https://a0.muscache.com/im/pictures/user/User-97113983/original/fff419c6-241a-4614-b61f-8b7fb5cec4a4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-97113983/original/fff419c6-241a-4614-b61f-8b7fb5cec4a4.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Burbank,Other Cities,34.168430625890146,-118.31165626645088,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Extra pillows and blankets"", ""Host greets you"", ""Coffee"", ""Indoor fireplace: gas"", ""Free street parking"", ""First aid kit"", ""Essentials"", ""H2o body soap"", ""Hot water kettle"", ""H2o conditioner"", ""H2o shampoo"", ""Fire extinguisher"", ""Portable fans"", ""Microwave"", ""Hot water"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Shower gel"", ""Carbon monoxide alarm"", ""Cleaning available during stay"", ""Central air conditioning"", ""Room-darkening shades"", ""Iron"", ""Hangers"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix"", ""Dining table"", ""Smoke alarm"", ""Self check-in"", ""Dedicated workspace"", ""Bathtub"", ""Single level home"", ""Clothing storage: closet"", ""Lock on bedroom door"", ""Bed linens"", ""Coffee maker: Nespresso"", ""EV charger - level 2, tesla only"", ""Wifi"", ""Lockbox"", ""Central heating""]",$135.00,2,5,2,2,5,5,2.0,5.0,,t,29,59,88,88,2025-06-18,9,0,0,88,2,0,0.0,2023-08-29,2024-02-19,4.89,4.89,4.78,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.41
27292,964780965363533113,https://www.airbnb.com/rooms/964780965363533113,20250617032927,2025-06-17,city scrape,"Adorable studio/apartment in the heart SM, pool","Come enjoy a groovy compact Studio/loft in the heart of Downtown Santa Monica! Just a 5/7  min walk to the beach and everything there is to offer including the Promenade, Santa Monica Pier and endless shops and restaurants",,https://a0.muscache.com/pictures/hosting/Hosting-964780965363533113/original/4a43912a-6cfa-4d17-b09b-dad5db616335.jpeg,39205894,https://www.airbnb.com/users/show/39205894,Ana,2015-07-22,"Miami, FL","Easygoing, polite, respectful and fair person! And I appreciate the same qualities in people. 
Always would like to help, responsible.
Love traveling!",,,,f,https://a0.muscache.com/im/pictures/user/0212eae8-9648-430c-bc53-006dc7f7aed2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0212eae8-9648-430c-bc53-006dc7f7aed2.jpg?aki_policy=profile_x_medium,,18.0,29.0,"['email', 'phone']",t,t,,Santa Monica,Other Cities,34.0177810256547,-118.49254919166644,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Stove"", ""Refrigerator"", ""Essentials"", ""Free washer \u2013 In unit"", ""TV"", ""Pets allowed"", ""Hot water kettle"", ""Air conditioning"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Cleaning products"", ""Hair dryer"", ""Shower gel"", ""Carbon monoxide alarm"", ""Iron"", ""Paid street parking off premises"", ""Dining table"", ""Elevator"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Shared pool"", ""Clothing storage: closet"", ""Bed linens"", ""Kitchen"", ""Wifi"", ""Lockbox"", ""Central heating"", ""Body soap""]",$187.00,1,365,1,1,365,365,1.0,365.0,,t,23,53,83,262,2025-06-17,62,31,2,191,36,186,34782.0,2023-08-26,2025-05-26,4.73,4.79,4.95,4.55,4.82,4.79,4.61,Exempt,t,5,5,0,0,2.81
27342,965418969585314129,https://www.airbnb.com/rooms/965418969585314129,20250617032927,2025-06-17,city scrape,Amazing 1 bd in heart SM parking,"Located right in the center of Santa Monica. 5 min walk to the Promenade and 10 min walk to SM Pier. Also, endless dining and shopping options with many activities as well. Anything you need is within walking distance.  Enjoy easy access to everything from this perfectly located home base.",,https://a0.muscache.com/pictures/hosting/Hosting-941240931288674291/original/1f14bd1e-c260-4f71-b5d3-6921ac9f7a15.jpeg,39205894,https://www.airbnb.com/users/show/39205894,Ana,2015-07-22,"Miami, FL","Easygoing, polite, respectful and fair person! And I appreciate the same qualities in people. 
Always would like to help, responsible.
Love traveling!",,,,f,https://a0.muscache.com/im/pictures/user/0212eae8-9648-430c-bc53-006dc7f7aed2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0212eae8-9648-430c-bc53-006dc7f7aed2.jpg?aki_policy=profile_x_medium,,18.0,29.0,"['email', 'phone']",t,t,,Santa Monica,Other Cities,34.013406568156135,-118.49381283278603,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""TV"", ""Pets allowed"", ""Washer"", ""Air conditioning"", ""Fire extinguisher"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Self check-in""]",$241.00,1,365,1,1,365,365,1.0,365.0,,t,12,36,62,241,2025-06-17,63,34,2,170,38,204,49164.0,2023-09-13,2025-05-31,4.7,4.78,4.76,4.56,4.78,4.75,4.56,Exempt,t,5,5,0,0,2.93
27433,966761681831871372,https://www.airbnb.com/rooms/966761681831871372,20250617032927,2025-06-17,city scrape,cozy attached studio with independent entrance,"Peaceful and cozy studio with private bathroom, small kitchen, and independent entrance. The studio itself is very peaceful and private, it comes with TV and Roku device, fridge, full bed, a dining table, few cooking utilities such as coffee maker, toaster, microwave, pans, dinnerware,. Regarding parking there is plenty of street parking but just be aware of the days you shouldn’t park This is an attached studio to a house <br /><br />Further D<br />No smoking, allowed. Extra charge may be apply for damag",,https://a0.muscache.com/pictures/hosting/Hosting-966761681831871372/original/6c68cc82-65ce-4358-93a3-6061a75777b0.jpeg,304109478,https://www.airbnb.com/users/show/304109478,Ana,2019-10-23,,,within an hour,95%,96%,,https://a0.muscache.com/im/pictures/user/User/original/1b83c561-e642-4776-b86b-3f18e6b87d69.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/1b83c561-e642-4776-b86b-3f18e6b87d69.jpeg?aki_policy=profile_x_medium,,10.0,26.0,"['email', 'phone']",t,t,,Lancaster,Other Cities,34.6849,-118.14578,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Stove"", ""Coffee"", ""First aid kit"", ""Essentials"", ""TV"", ""Pets allowed"", ""Air conditioning"", ""Microwave"", ""Mini fridge"", ""Oven"", ""Hot water"", ""Cleaning products"", ""Coffee maker"", ""Clothing storage"", ""Heating"", ""Carbon monoxide alarm"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Dishes and silverware"", ""Smoke alarm"", ""Self check-in"", ""Cooking basics"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Wifi"", ""Lockbox"", ""Body soap""]",$60.00,1,365,1,1,365,365,1.0,365.0,,t,19,49,79,354,2025-06-17,27,5,0,187,12,30,1800.0,2023-09-01,2024-07-14,4.67,4.67,4.59,4.81,4.89,4.52,4.44,,t,8,8,0,0,1.23
